GeneID	Annotation	Class
Tb927.10.13960	flagellar protein PF20	Cytoskeleton
Tb927.8.4640	flagellar protofilament ribbon protein, putative	Cytoskeleton
Tb927.3.3690	flagellar radial spoke protein-like, putative	Cytoskeleton
Tb927.3.1110	flagellar transport protein, putative (PIFTA1)	Cytoskeleton
Tb927.3.5490	flagellar transport protein, putative (PIFTB2)	Cytoskeleton
Tb927.3.3000	flagellar transport protein, putative (PIFTC3)	Cytoskeleton
Tb927.10.8940	Flagellum tageting protein KHARON1	Cytoskeleton
Tb927.11.3090	FOR20	Cytoskeleton
Tb927.10.9250	G-actin binding protein, putative, CAP/Srv2p, putative	Cytoskeleton
Tb927.4.2350	G-actin binding protein, putative, twinfilin, putative	Cytoskeleton
Tb927.11.11340	gamma-tubulin complex subunit GCP3	Cytoskeleton
Tb927.10.9770	gamma-tubulin complex subunit GCP2	Cytoskeleton
Tb927.3.910	gamma-tubulin	Cytoskeleton
Tb927.6.3150	Hydin,flagellar component	Cytoskeleton
Tb927.11.5750	hypothetical protein, conserved	Cytoskeleton
Tb927.4.2400	hypothetical protein, conserved	Cytoskeleton
Tb927.5.1070	hypothetical protein, conserved	Cytoskeleton
Tb927.10.15760	hypothetical protein, conserved, in flagellar proteomes, low homology to d tRNA methyltransferase of s: cerevisiae	Cytoskeleton
Tb927.7.3740	hypothetical protein, conserved, in flagellum	Cytoskeleton
Tb927.10.450	hypothetical protein, conserved, microtubule binding domains. very K/E rich	Cytoskeleton
Tb927.6.3220	hypothetical protein, conserved, no domains, no yeast or human match	Cytoskeleton
Tb927.6.1730	hypothetical protein, conserved, resembles various yeast myosins	Cytoskeleton
Tb927.10.6790	hypothetical protein, conserved, spindle pole body domain	Cytoskeleton
Tb927.3.1420	hypothetical protein, conserved, trypanosome-specific, C-terminal Kelch motif	Cytoskeleton
Tb927.10.12990	hypothetical protein, conserved,predicted ankyrin repeat family protein	Cytoskeleton
Tb927.1.3250	hypothetical protein, myosin heavy-chain like	Cytoskeleton
Tb927.10.15290	hypothetical protein, tubulin-binding CAP cofactor domain (cytoskeletal)	Cytoskeleton
Tb927.8.3250	IAD-1beta inner arm dynein heavy chain	Cytoskeleton
Tb927.2.5270	IAD-3 inner arm dynein heavy chain	Cytoskeleton
Tb927.10.5350	IAD-4 inner arm dynein heavy chain	Cytoskeleton
Tb927.7.920	IAD-5 inner arm dynein  heavy chain, clathrin-associated	Cytoskeleton
Tb927.10.5380	intraflagellar transport protein IFT122	Cytoskeleton
Tb927.5.3030	intraflagellar transport protein IFT122B	Cytoskeleton
Tb927.10.14470	intraflagellar transport protein IFT140	Cytoskeleton
Tb927.10.1170	intraflagellar transport protein IFT172	Cytoskeleton
Tb927.6.3290	intraflagellar transport protein IFT20	Cytoskeleton
Tb927.2.4530	intraflagellar transport protein IFT43	Cytoskeleton
Tb927.6.3100	intraflagellar transport protein IFT46	Cytoskeleton
Tb927.10.14980	intraflagellar transport protein IFT52	Cytoskeleton
Tb927.10.11310	intraflagellar transport protein IFT55/IFT57	Cytoskeleton
Tb927.7.3370	intraflagellar transport protein IFT74	Cytoskeleton
Tb927.10.14990	intraflagellar transport protein IFT80/CHE2	Cytoskeleton
Tb927.10.2640	intraflagellar transport protein IFT81	Cytoskeleton
Tb927.11.1740	intraflagellar transport protein IFT88	Cytoskeleton
Tb927.11.2880	KIN-A, kinesin, mitotic spindle	Cytoskeleton
Tb927.7.5040	KIN-B, kinesin, mitotic spindle mid-zone	Cytoskeleton
Tb927.11.10760	KIN-D kinesin, associated with sub-pellicular microtubules, essential	Cytoskeleton
Tb927.11.6400	kinesin	Cytoskeleton
Tb927.3.2020	kinesin	Cytoskeleton
Tb927.5.2410	kinesin	Cytoskeleton
Tb927.6.1770	kinesin	Cytoskeleton
Tb927.6.4390	kinesin	Cytoskeleton
Tb927.7.7120	kinesin	Cytoskeleton
Tb927.1.1350	kinesin heavy chain, Kinesin-1	Cytoskeleton
Tb927.9.3650	kinesin KIF13-1, depolymerising, spindle regulation	Cytoskeleton
Tb927.8.2630	Kinesin KIN-C. Trypanosome-specific kinesin family 2	Cytoskeleton
Tb927.7.4830	Kinesin-12	Cytoskeleton
Tb927.11.2490	Kinesin-3	Cytoskeleton
Tb927.7.5650	Kinesin-4/10	Cytoskeleton
Tb927.11.13920	kinesin-II 85 Kd subunit, family 2	Cytoskeleton
Tb927.6.2880	Kinesin-like but poor match	Cytoskeleton
Tb927.7.4110	Kinesin-like but poor match	Cytoskeleton
Tb927.8.6830	Kinesin-like but poor match	Cytoskeleton
Tb927.11.12180	kinesin, 4/10 family.	Cytoskeleton
Tb927.10.15390	kinesin, clathrin-associated, Trypanosome-specific kinesin family 2	Cytoskeleton
Tb927.11.5300	kinesin, Kif13-3, predicted centromere-associated	Cytoskeleton
Tb927.4.2730	Kinesin, kinesin-12	Cytoskeleton
Tb927.3.2040	kinesin, Kinesin-16	Cytoskeleton
Tb927.11.4660	kinesin, MCAK-like KIF13-2, tip of flagellum	Cytoskeleton
Tb927.11.3280	kinesin, MCAK-like KIF13-5	Cytoskeleton
Tb927.10.12440	kinesin, putative	Cytoskeleton
Tb927.10.12490	kinesin, putative	Cytoskeleton
Tb927.5.2090	kinesin, putative	Cytoskeleton
Tb927.7.6290	kinesin, putative (TbKIF9A)	Cytoskeleton
Tb927.7.7260	kinesin, putative (TbKIF9B)	Cytoskeleton
Tb927.11.1000	kinetoplastid kinetochore protein 16	Cytoskeleton
Tb927.4.2140	MBO2,flagellar component	Cytoskeleton
Tb927.9.9870	MCAK-like kinesin, putative	Cytoskeleton
Tb927.9.7720	Member of IFT complex A, tetratricopeptide repeat protein	Cytoskeleton
Tb927.11.16200	microtubule-associated protein,corset-associated protein 17 (CAP17)	Cytoskeleton
Tb927.8.3430	MKS1	Cytoskeleton
Tb927.9.4640	MKS6	Cytoskeleton
Tb927.1.1910	MORN repeat-containing protein	Cytoskeleton
Tb927.11.16310	myosin heavy chain, putative, in MCM-BP-TAP	Cytoskeleton
Tb927.10.870	myosin-like	Cytoskeleton
Tb927.6.870	myotubularin, putative	Cytoskeleton
Tb927.1.3300	myotubularin, putative,zinc-binding phosphatase, putative	Cytoskeleton
NTCDS.Tb11.NT.133	Dynein light chain LC6, flagellar outer arm, putative	Cytoskeleton
NCDS.Tb927.11.711	dynein light chain LC8, putative (DYNLL2)	Cytoskeleton
Tb927.7.4290	Nuclear migration protein NudC (animals), 46% identity	Cytoskeleton
Tb927.3.930	OADalpha outer arm dynein heavy chain	Cytoskeleton
Tb927.11.16090	outer dynein arm docking complex, DC2	Cytoskeleton
Tb927.11.3290	p166, conserved	Cytoskeleton
Tb927.9.9940	PACRGB,flagellar component	Cytoskeleton
Tb927.3.4290	paraflagellar rod component PFR1	Cytoskeleton
Tb927.11.13500	paraflagellar rod protein  par1	Cytoskeleton
Tb05.5K5.130	paraflagellar rod protein par4, putative	Cytoskeleton
Tb927.5.4480	paraflagellar rod protein par4, putative	Cytoskeleton
Tb927.8.6660	paraflagellar rod protein PFC1	Cytoskeleton
Tb927.2.3660	paraflagellar rod protein PFC10	Cytoskeleton
Tb927.2.2160	paraflagellar rod protein PFC11	Cytoskeleton
Tb927.11.4740	paraflagellar rod protein PFC12	Cytoskeleton
Tb927.2.950	paraflagellar rod protein PFC13	Cytoskeleton
Tb927.10.9570	paraflagellar rod protein PFC14	Cytoskeleton
Tb927.10.15250	paraflagellar rod protein PFC15	Cytoskeleton
Tb927.10.11300	paraflagellar rod protein PFC16	Cytoskeleton
Tb927.11.11210	paraflagellar rod protein PFC17	Cytoskeleton
Tb927.10.8930	paraflagellar rod protein PFC18	Cytoskeleton
Tb927.10.10140	paraflagellar rod protein PFC19	Cytoskeleton
Tb927.8.3790	paraflagellar rod protein PFC2	Cytoskeleton
Tb927.10.13330	paraflagellar rod protein PFC20	Cytoskeleton
Tb927.8.1550	paraflagellar rod protein PFC3	Cytoskeleton
Tb927.6.4140	paraflagellar rod protein PFC4	Cytoskeleton
Tb927.7.1920	paraflagellar rod protein PFC5	Cytoskeleton
Tb927.3.3770	paraflagellar rod protein PFC6	Cytoskeleton
Tb927.3.3750	paraflagellar rod protein PFC7	Cytoskeleton
Tb927.6.3670	paraflagellar rod protein PFC8	Cytoskeleton
Tb927.11.14880	paraflagellar rod protein PFC9	Cytoskeleton
Tb927.8.4970	paraflagellar rod protein PFR2	Cytoskeleton
Tb927.2.4330	paraflagellar rod protein PFR5	Cytoskeleton
Tb927.7.6970	paraflagellar rod protein, putative	Cytoskeleton
Tb927.10.11080	paraflagellar rod protein,I17 antigen	Cytoskeleton
Tb927.3.5310	paraflagellar rod protein,I2 antigen	Cytoskeleton
Tb927.11.260	PIFTF6 ,predicted WD40 repeat	Cytoskeleton
Tb927.11.320	Potential LC8 homologue (dynein light chain associated to multiple functions in other species such as flagellum beating and formation)	Cytoskeleton
Tb927.11.13780	profilin	Cytoskeleton
Tb927.3.2890	radial spoke protein RSP10, putative	Cytoskeleton
Tb927.11.13690	radial spoke protein RSP11, putative	Cytoskeleton
Tb927.5.2850	radial spoke protein RSP2, putative	Cytoskeleton
Tb927.11.1150	radial spoke protein RSP3, putative	Cytoskeleton
Tb927.11.4480	radial spoke protein RSP4/6, putative	Cytoskeleton
Tb927.8.810	radial spoke protein RSP9, putative	Cytoskeleton
Tb927.10.14010	RP2 basal body protein, required for axoneme formation	Cytoskeleton
Tb927.10.14110	Sjogren's syndrome autoantigen NA14 (human) and DIP13 (Chlamydomonas) 	Cytoskeleton
Tb927.4.3130	Spef1, flagellar component	Cytoskeleton
Tb927.11.3360	T. brucei components of motile flagella (TbCMF22) OADbeta outer arm dynein heavy chain, not a DHC in Wickstead analysis	Cytoskeleton
Tb927.9.10370	TAX-1, flagellar protein	Cytoskeleton
Tb927.10.650	TAX-2, flagellar protein	Cytoskeleton
Tb927.11.15100	Tb5.20 cytoskeletal protein	Cytoskeleton
Tb927.11.2440	TBCCD1, bilobe, centrioles, cell body anterior	Cytoskeleton
Tb927.8.6240	TbSAXO microtubule stabilizing	Cytoskeleton
Tb927.11.13230	TbVAP, flagellar attachment zone	Cytoskeleton
Tb927.10.6350	trypanin	Cytoskeleton
Tb927.9.15050	trypanin-related protein, putative	Cytoskeleton
Tb927.8.4840	Trypanosome-specific kinesin family 1	Cytoskeleton
Tb927.9.15470	Trypanosome-specific kinesin family 1	Cytoskeleton
Tb927.10.1110	Trypanosome-specific kinesin family 2	Cytoskeleton
Tb927.10.15400	Trypanosome-specific kinesin family 2	Cytoskeleton
Tb927.3.4960	Trypanosome-specific kinesin family 2	Cytoskeleton
Tb927.7.3000	Trypanosome-specific kinesin family 2	Cytoskeleton
Tb927.11.16150	tubulin binding cofactor A, putative	Cytoskeleton
Tb927.8.6200	tubulin folding cofactor D, putative	Cytoskeleton
Tb927.10.13870	tubulin tyrosine ligase protein, putative	Cytoskeleton
Tb927.9.9580	tubulin tyrosine ligase protein, putative	Cytoskeleton
Tb927.5.3860	tubulin tyrosine ligase, putative	Cytoskeleton
Tb927.10.13950	tubulin-specific chaperone, putative	Cytoskeleton
Tb927.6.3570	tubulin-tyrosine ligase-like protein, conserved	Cytoskeleton
Tb927.1.1550	tubulin-tyrosine ligase, putative	Cytoskeleton
Tb927.2.5250	tubulin-tyrosine ligase, putative	Cytoskeleton
Tb927.11.6810	tubulin-tyrsoine ligase-like protein, putative (TTL)	Cytoskeleton
Tb927.1.1540	Tubulin/FtsZ family, putative	Cytoskeleton
Tb927.4.3390	tuzin, putative	Cytoskeleton
Tb927.2.4580	UNC119 (unc119)	Cytoskeleton
Tb927.6.3090	XMAP215, matches microtubule-associated proteins	Cytoskeleton
Tb927.10.14520	YFP-fusion localizes to basal bodies	Cytoskeleton
Tb927.1.1150	zeta tubulin	Cytoskeleton
Tb927.4.2480	8-oxoguanine DNA glycosylase, putative	DNA
Tb927.11.11440	A/G-specific adenine glycosylase, putative	DNA
Tb927.4.460	Alkylated DNA repair protein (alkB homolog), putative	DNA
Tb927.8.5510	apurinic/apyrimidinic endonuclease, putative	DNA
Tb927.7.2970	ATP-dependent DEAD/H RNA helicase, putative Mph1, DNA repair?	DNA
Tb927.11.12600	ATP-dependent DNA helicase, putative Srs2 homologue, DNA repair	DNA
Tb927.3.1360	cytosine-specific DNA methylase, putative	DNA
Tb927.6.5110	Damage-specific DNA binding protein, putative	DNA
Tb927.10.11100	deoxyribodipyrimidine photolyase, putative,DNA repair enzyme, putative	DNA
Tb927.10.4480	DNA damage repair protein, putative	DNA
Tb927.7.4080	DNA excision repair protein CSB	DNA
Tb927.6.4780	DNA ligase I, putative	DNA
Tb927.11.6750	DNA ligase, putative	DNA
Tb927.7.600	DNA ligase, putative,mitochondrial DNA ligase homolog, putative	DNA
Tb927.7.610	DNA ligase, putative,mitochondrial DNA ligase homolog, putative	DNA
Tb927.10.11020	DNA mismatch repair protein, putative,MSH2 (MSH2)	DNA
Tb927.11.12350	DNA photolyase, putative	DNA
Tb927.8.4880	DNA polymerase alpha catalytic subunit,DNA polymerase I	DNA
Tb927.2.1800	DNA polymerase delta catalytic subunit, putative (27H14.40)	DNA
Tb927.3.1130	DNA polymerase delta subunit 2, putative	DNA
Tb927.9.10440	DNA polymerase epsilon catalytic subunit, putative	DNA
Tb927.9.15030	DNA polymerase epsilon subunit b, putative	DNA
Tb927.10.1710	DNA polymerase eta, putative	DNA
Tb927.8.3350	DNA polymerase theta (helicase domain only), putative	DNA
Tb927.11.5550	DNA polymerase theta, putative	DNA
Tb927.8.3290	DNA polymerase zeta catalytic subunit, putative	DNA
Tb927.10.3110	DNA primase large subunit, putative	DNA
Tb927.7.2310	DNA primase small subunit, putative	DNA
Tb927.11.5430	DNA repair and recombination protein RAD54, putative	DNA
Tb927.10.3550	DNA repair helicase, putative	DNA
Tb927.7.2060	DNA repair protein ERCC1, putative	DNA
Tb927.5.3670	DNA repair protein XPF, putative	DNA
Tb927.9.11760	DNA repair protein XPG, RAD2, putative	DNA
Tb927.11.750	DNA repair protein, putative	DNA
Tb927.11.8010	DNA repair protein, putative	DNA
Tb927.3.5230	DNA repair protein, putative	DNA
Tb927.8.6740	DNA repair protein, putative	DNA
Tb927.3.4810	DNA replication complex GINS protein SLD5, putative	DNA
Tb927.11.7860	DNA replication licensing factor MCM2	DNA
Tb927.2.3930	DNA replication licensing factor MCM3	DNA
Tb927.11.12250	DNA replication licensing factor MCM4	DNA
Tb927.11.5570	DNA replication licensing factor MCM5	DNA
Tb927.11.11640	DNA replication licensing factor MCM6	DNA
Tb927.11.16140	DNA replication licensing factor MCM7	DNA
Tb927.10.10410	DNA replication licensing factor MCM8	DNA
Tb927.9.9600	DNA replication licensing factor MCM9	DNA
Tb927.4.1330	DNA topoisomerase IB, large subunit	DNA
Tb927.11.11540	DNA topoisomerase II, putative (TOP2)	DNA
Tb927.11.9170	DNA topoisomerase III, putative	DNA
Tb927.11.9520	DNA topoisomerase III, TOPO3 alpha	DNA
Tb927.9.6940	DNA topoisomerase type IB small subunit	DNA
Tb927.11.10640	DNA-(apurinic or apyrimidinic site) lyase, putative	DNA
Tb927.9.4390	DNA-damage inducible protein DDI1-like protein (1L12.395)	DNA
Tb927.9.11930	DNA-repair protein XPC	DNA
Tb927.11.16270	DNAexcision  repair helicase XPBR	DNA
Tb927.2.4390	endo/exonuclease Mre11 (MRE11)	DNA
Tb927.11.12090	endonuclease III, putative	DNA
Tb927.10.6860	endonuclease V, putative	DNA
Tb927.10.5510	endonuclease/exonuclease/phosphatase, putative	DNA
Tb927.11.7820	endonuclease/exonuclease/phosphatase, putative	DNA
Tb927.3.830	flap endonuclease-1 (FEN-1), putative	DNA
Tb927.4.4680	GINS complex subunit PSF3, replication initiation	DNA
Tb927.10.12310	helicase-like protein	DNA
Tb927.11.9330	helicase-like protein	DNA
Tb927.3.3090	helicase, putative	DNA
Tb927.5.3940	helicase, putative	DNA
Tb927.9.13610	helicase, putative	DNA
Tb927.6.920	helicase, putative	DNA
Tb927.10.6900	HmdUGT, glucosyltransferase that converts HOMedU to base J 	DNA
Tb927.10.5490	HOP1 homologue, HORMA domain, involved in meiosis?	DNA
Tb927.2.5190	HOP2 putative homologue, involved in meiosis?	DNA
Tb927.11.8700	hypothetical protein, conserved, DNA PolY-like superfamily domain: trans-lesion DNA synthesis.	DNA
Tb927.9.11070	hypothetical protein, conserved,predicted zinc finger protein, MIZ	DNA
Tb927.5.1700	Kinesin-2, also "replication Factor A 28 kDa subunit".	DNA
Tb927.3.5030	KU70 protein (KU70)	DNA
Tb927.6.1760	KU80 protein (KU80)	DNA
Tb927.8.6840	mismatch repair protein MLH1	DNA
Tb927.9.5240	mismatch repair protein MSH3	DNA
Tb927.10.1270	mismatch repair protein MSH4	DNA
Tb927.3.4280	mismatch repair protein MSH5	DNA
Tb927.10.6410	mismatch repair protein MSH8	DNA
Tb927.9.14330	mismatch repair protein PMS1	DNA
Tb927.11.5670	MND1 homologue, putative involvement in meiosis	DNA
NCDS.Tb927.9.15035	DNA polymerase epsilon subunit b, putative	DNA
Tb927.11.9510	nucleic acid binding protein, putative	DNA
Tb927.9.12810	poly(ADP-ribose) glycohydrolase, putative	DNA
Tb927.5.4070	PPL1 priming DNA polymerase	DNA
Tb927.10.2520	PPL2 DNA primase polymerase	DNA
Tb927.9.12720	RND, guide RNA metabolism	Mito.RNA
Tb927.9.5190	proliferative cell nuclear antigen (PCNA), putative (28G16.165)	DNA
Tb927.11.8210	RAD50 DNA repair-like protein	DNA
Tb927.11.8190	RAD51 protein (RAD51)	DNA
Tb927.9.9620	RAD51/DMC1 protein, putative	DNA
Tb927.7.6900	REC8, a rad 21 homologue, double-strand-break repair protein, putative	DNA
Tb927.11.2550	recombinase rad51, putative	DNA
Tb927.8.5710	recombination initiation protein NBS1, putative	DNA
Tb927.11.9130	replication factor A, 51kDa subunit, putative	DNA
Tb927.11.5650	replication factor C large subunit, putative	DNA
Tb927.6.3890	replication factor C, subunit 2, putative	DNA
Tb927.9.12300	replication factor C, subunit 3, putative	DNA
Tb927.11.9550	replication factor C, subunit 4, putative	DNA
Tb927.10.7990	replication factor C, subunit 5, putative,ATPase, putative	DNA
Tb927.10.5070	ribonuclease H, putative	DNA
Tb927.7.4930	ribonuclease H1	DNA
Tb927.10.4730	ribonuclease HII, putative	DNA
Tb927.4.1270	ruvB-like DNA helicase, putative	DNA
Tb927.4.2000	ruvB-like DNA helicase, putative,ATP-dependent DNA helicase, putative	DNA
Tb927.1.3120	separase, putative,cysteine peptidase, Clan CD, family C50, putative	DNA
Tb927.6.2890	single strand-specific nuclease, putative	DNA
Tb927.10.3860	SNF-7-like protein, putative	DNA
Tb927.11.7211	SNF2 DNA repair protein, putative	DNA
Tb927.3.5440	SNF2 DNA repair protein, putative	DNA
Tb927.7.4650	SNF2 DNA repair protein, putative	DNA
Tb927.11.10730	SNF2 DNA repair protein, putative,ATP-dependent helicase, putative,SNF2 family helicase, putative	DNA
Tb927.11.5260	SNF2 DNA repair protein, putative,SNF2 family protein	DNA
Tb927.11.5690	SNF2 DNA repair protein, putative,SNF2 family protein	DNA
Tb927.5.3760	SPO11 meiotic recombination protein	DNA
Tb927.11.1600	tatD related deoxyribonuclease, putative	DNA
Tb927.11.6090	tatD related deoxyribonuclease, putative	DNA
Tb927.3.1830	TbRM1, DNA recombination and antigenic switching	DNA
Tb927.11.10190	telomerase reverse transcriptase, putative	DNA
Tb927.7.830	telomerase-associated protein, putative	DNA
Tb927.10.12850	ttaggg binding factor, telomer maintenance	DNA
Tb927.2.5750	tyrosyl-DNA Phosphodiesterase (Tdp1), putative	DNA
Tb927.10.13970	uracil-DNA glycosylase, putative	DNA
Tb927.6.4650	UV excision repair RAD23 protein, putative	DNA
Tb927.5.4320	zinc finger protein family member, putative (FIP1)	RNA.processing
Tb927.9.11870	zinc finger protein, putative,predicted zinc finger protein, MIZ	DNA
Tb927.9.10580	3-demethylubiquinone-9 3-methyltransferase, putative	Enzyme
Tb927.11.13360	AAA ATPase, putative	Enzyme
Tb927.11.4940	AAA ATPase, putative	Enzyme
Tb927.11.6350	AAA ATPase, putative	Enzyme
Tb927.3.1440	AAA ATPase, putative,Spastin, putative	Enzyme
Tb927.6.3050	aldehyde dehydrogenase family, putative	Enzyme
Tb927.6.4210	aldehyde dehydrogenase, putative (ALDH)	Enzyme
Tb927.2.5180	aldo-keto reductase, putative	Enzyme
Tb927.11.5360	aldo/keto reductase, putative	Enzyme
Tb927.9.3970	alpha/beta-hydrolase-like protein	Enzyme
Tb927.11.8460	amastin-like protein	Enzyme
Tb927.7.5080	ATP-NAD kinase-like protein	Enzyme
Tb927.11.9160	ATPase-like protein, putative	Enzyme
Tb927.10.8070	ATPase, putative	Enzyme
Tb927.11.960	ATPase, putative,cell division control protein 48 homolog, putative	Enzyme
Tb927.11.8730	ATPase, putative,S. cerevisiae cell division control protein 48 homolog, putative	Enzyme
Tb927.8.6420	beta-ketoacyl-ACP reductase 2	Enzyme
Tb927.11.10060	Biotin--acetyl-CoA-carboxylase ligase, putative,biotin--protein ligase, putative	Enzyme
Tb927.11.8260	carbonic anhydrase-like protein	Enzyme
Tb927.8.3860	CIA1 Cytosolic iron-sulphur cluster biogenesis	Enzyme
Tb927.6.2200	Class 1 glutamine amido-transferase domain, or protease	Enzyme
Tb927.6.3280	cyclosome subunit 1, putative	Enzyme
Tb927.7.5680	deoxyribose-phosphate aldolase, putative	Enzyme
Tb927.6.710	dephospho-CoA kinase, putative	Enzyme
Tb927.8.7380	dihydrolipoamide dehydrogenase, point mutation,acetoin dehydrogenase e3 component, putative	Enzyme
