GeneID	Annotation	Class	ORFlength
Tb927.10.11900	thioredoxin, putative	Mito.pathway	504
Tb927.10.11910	major facilitator superfamily, putative	ZUnknown	1455
Tb927.10.11920	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	468
Tb927.10.11930	beta-D-hydroxybutyrate dehydrogenase	Mito.pathway	783
Tb927.10.11940	ABC1 protein, putative	Transporter	1965
Tb927.10.11950	Putative Cwc15, copurified with splicing complex	RNA.processing	609
Tb927.10.11960	hypothetical protein, conserved	ZUnknown	978
Tb927.10.11970	kynurenine aminotransferase, putative	Amino.acids	1290
Tb927.10.11980	QA-SNARE protein putative	Vesicular.transport	858
Tb927.10.11990	hypothetical protein, conserved,RNA-binding protein	RNA.binding	648
Tb927.10.1200	Programmed cell death protein 2, C-terminal putative domain containing protein, putative	ZUnknown	1038
Tb927.10.12000	iron-sulfur cluster assembly protein, ISD11, needed foraconitatase, fumarase &  thiolation of mitochodrial and cytosolic tRNA	Mito.pathway	300
Tb927.10.12010	hypothetical protein, conserved	ZUnknown	432
Tb927.10.12020	recA bacterial DNA recombination protein, putative	ZUnknown	1170
Tb927.10.12030	hypothetical protein, conserved	ZUnknown	753
Tb927.10.12040	protein kinase, putative,mitogen-activated protein kinase 11, putative	Protein.kinase	1242
Tb927.10.12050	Mitchondrial LSU ribosomal protein	Mito.translation	870
Tb927.10.12060	hypothetical protein, conserved	ZUnknown	4482
Tb927.10.12080	hypothetical protein, conserved	ZUnknown	783
Tb927.10.12090	RBP7A	RNA.binding	351
Tb927.10.1210	katanin, putative	Protease	2043
Tb927.10.12100	RBP7B	RNA.binding	351
Tb927.10.12110	hypothetical protein, conserved	ZUnknown	354
Tb927.10.12120	hypothetical protein, conserved, TPR domain	ZUnknown	6579
Tb927.10.12130	Ubiquitin family, putative	ZUnknown	2352
Tb927.10.12140	hypothetical protein, conserved	ZUnknown	2376
Tb927.10.12150	hypothetical protein, conserved	ZUnknown	1356
Tb927.10.12160	hypothetical protein, conserved	ZUnknown	1113
Tb927.10.12170	RAB-interacting protein, putative	Signalling	684
Tb927.10.12180	hypothetical protein, conserved	ZUnknown	2109
Tb927.10.12190	RAB-interacting protein, putative	Signalling	639
Tb927.10.12200	hypothetical protein, conserved	ZUnknown	678
Tb927.10.12210	ribulose-5-phosphate 3-epimerase, putative	PPP	741
Tb927.10.12220	hypothetical protein, conserved	ZUnknown	1110
Tb927.10.12230	hypothetical protein, conserved	ZUnknown	1302
Tb927.10.12240	short-chain dehydrogenase, putative	Enzyme	984
Tb927.10.12250	hypothetical protein, conserved	ZUnknown	2379
Tb927.10.12260	cytosolic nonspecific dipeptidase, putative,peptidase (M20/M25/M40 family), putative	Protease	1428
Tb927.10.12270	methyltransferase domain containing protein, putative	ZUnknown	807
Tb927.10.12280	hypothetical protein	ZUnknown	
Tb927.10.12290	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Glycans	1116
Tb927.10.1230	hypothetical protein, conserved	ZUnknown	1029
Tb927.10.12300	hypothetical protein, conserved	ZUnknown	402
Tb927.10.12310	helicase-like protein	DNA	2769
Tb927.10.12320	hypothetical protein	ZUnknown	1212
Tb927.10.12330	ZC3H34	RNA.binding	609
Tb927.10.12340	hypothetical protein, conserved	ZUnknown	2712
Tb927.10.12350	hypothetical protein, conserved	ZUnknown	798
Tb927.10.12360	hypothetical protein, conserved	ZUnknown	513
Tb927.10.12370	gamma-glutamylcysteine synthetase (GCS)	Redox	2040
Tb927.10.12380	chaperone protein DNAj, putative	Chaperone	1743
Tb927.10.12390	hypothetical protein, conserved	ZUnknown	777
Tb927.10.1240	hypothetical protein, conserved	ZUnknown	759
Tb927.10.12400	membrane transporter protein, putative	Transporter	1449
Tb927.10.12410	hypothetical protein, conserved	ZUnknown	687
Tb927.10.12420	predicted S. cerevisiae Got1 homologue, predicted to be involved in ER-Golgi transport	Vesicular.transport	429
Tb927.10.12430	Noc2p family, putative	ZUnknown	1950
Tb927.10.12440	kinesin, putative	Cytoskeleton	2604
Tb927.10.12450	SNARE 2.1 of T cruzi	Lysosome	618
Tb927.10.12460	Zinc finger, C3HC4 type (RING finger), putative	Zinc.finger	444
Tb927.10.12470	hypothetical protein, conserved	ZUnknown	1584
Tb927.10.12480	UAA transporter family, putative	ZUnknown	1053
Tb927.10.12490	kinesin, putative	Cytoskeleton	3399
Tb927.10.1250	MCP3, Ybak homogue, deacylation of misaminoacylated tRNA Pro	Translation.tRNA	786
Tb927.10.12520	hypothetical protein, conserved	ZUnknown	2553
Tb927.10.12530	chaperone protein DNAj, putative	Chaperone	501
Tb927.10.12540	electron transfer protein, putative,ferredoxin, putative	Mito.e.transport	912
Tb927.10.12550	hypothetical protein, conserved	ZUnknown	891
Tb927.10.12560	hypothetical protein	ZUnknown	
Tb927.10.12570	hypothetical protein	ZUnknown	
Tb927.10.12580	hypothetical protein	ZUnknown	
Tb927.10.12590	hypothetical protein, conserved	ZUnknown	2802
Tb927.10.1260	aspartyl-tRNA synthetase, putative	Translation.tRNA	1626
Tb927.10.12600	methyltransferase domain containing protein, putative	ZUnknown	1788
Tb927.10.12610	hypothetical protein	ZUnknown	336
Tb927.10.12620	Golvesin-2 vacuolar protein	Lysosome	3363
Tb927.10.12630	hypothetical protein, conserved	ZUnknown	657
Tb927.10.12640	chaperone protein DNAj, putative	Chaperone	1893
Tb927.10.12650	hypothetical protein, salivarian tryp only, 3'-UTR of 12660?	ZUnknown	594
Tb927.10.12660	PUF2	RNA.binding	2544
Tb927.10.12670	Hypothetical conserved in trypanosoma, Leish match not syntenic	ZUnknown	1611
Tb927.10.12690	hypothetical protein, conserved	ZUnknown	1047
Tb927.10.1270	mismatch repair protein MSH4	DNA	3498
Tb927.10.12700	pyruvate dehydrogenase E1 alpha subunit, putative	Citric.acid.cycle	1137
Tb927.10.12710	heat shock protein, HSP110	Chaperone	2436
Tb927.10.12720	hypothetical protein, conserved, resemblance to myosin	ZUnknown	2709
Tb927.10.12740	ZC3H35	RNA.binding	1425
Tb927.10.12760	ZC3H36	RNA.binding	951
Tb927.10.12780	ZC3H37	RNA.binding	861
Tb927.10.12790	hypothetical protein	ZUnknown	496
Tb927.10.1280	Domain of unknown function (DUF4499), putative	ZUnknown	522
Tb927.10.12810	Choline-phosphate cytidylyltransferase	Lipids	1521
Tb927.10.12820	Cysteine proteinase domains by interpro but not NCBI	ZUnknown	3042
Tb927.10.12830	acetyltransferase, putative	Lipids	1011
Tb927.10.12840	mitochondrial carrier protein, MCP12	Mito.transport	915
Tb927.10.12850	ttaggg binding factor, telomer maintenance	DNA	1149
Tb927.10.12860	pre-RNA processing PIH1/Nop17, putative	ZUnknown	2085
Tb927.10.12870	hypothetical protein, conserved	ZUnknown	3264
Tb927.10.12880	SET domain containing protein, putative	ZUnknown	1323
Tb927.10.12890	bifunctional aminoacyl-tRNA synthetase, putative	Translation.tRNA	2427
Tb927.10.1290	hypothetical protein, conserved	ZUnknown	252
Tb927.10.12900	Complex 1 protein (LYR family), putative	ZUnknown	471
Tb927.10.12910	hypothetical protein, conserved	ZUnknown	2817
Tb927.10.12920	FAZ18 flagellar attachment zone protein	Cytoskeleton	3108
Tb927.10.12930	hypothetical protein, conservedn no domains or good BLASTp hits	ZUnknown	624
Tb927.10.12940	predicted zinc finger protein	Zinc.finger	975
Tb927.10.12950	hypothetical protein, conserved	ZUnknown	2880
Tb927.10.12960	ras-related protein rab-5,small GTPase, putative (RAB5A)	Vesicular.transport	693
Tb927.10.12970	AN1-like zinc finger, putative	ZUnknown	912
Tb927.10.12980	methyltransferase,  NOL1/NOP2/sun family	Lysosome	2421
Tb927.10.12990	hypothetical protein, conserved,predicted ankyrin repeat family protein	Cytoskeleton	891
Tb927.10.130	hypothetical protein	ZUnknown	474
Tb927.10.1300	hypothetical protein, conserved, no homologues	ZUnknown	1269
Tb927.10.13000	cAMP phosphodiesterase A, putative (PDEA)	Signalling	1863
Tb927.10.13010	protein kinase A catalytic subunit (PKAC3)	Protein.kinase	1014
Tb927.10.13020	vacuolar protein sorting complex subunit, putative,Vps16, putative	Lysosome	2748
Tb927.10.13030	calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative	Protease	2241
Tb927.10.13040	ACP4, GRESAG 4-like	GRESAG	3630
Tb927.10.13060	hypothetical protein	ZUnknown	
Tb927.10.13070	hypothetical protein, conserved	ZUnknown	3756
Tb927.10.13090	PhoD-like phosphatase, putative	ZUnknown	1764
Tb927.10.1310	Domain of unknown function (DUF4042), putative	ZUnknown	2835
Tb927.10.13100	hypothetical protein, conserved	ZUnknown	1317
Tb927.10.13110	dynein light chain, putative,dynein light chain 2B, redicted dynein modulator,roadblock/LC7 family member	Cytoskeleton	357
Tb927.10.13120	mitochondrial carrier protein, MCP14	Mito.transport	1206
Tb927.10.13130	UTP-glucose-1-phosphate uridylyltransferase 2, putative	Glycans	1458
Tb927.10.13140	hypothetical protein, conserved	ZUnknown	546
Tb927.10.13150	hypothetical protein, conserved	ZUnknown	2559
Tb927.10.13160	mannosyltransferase-II (MT-II)	GPI.anchors	1593
Tb927.10.13170	hypothetical protein, conserved	ZUnknown	1032
Tb927.10.13180	Nrap protein, putative	ZUnknown	3711
Tb927.10.13190	ARP2/3 complex subunit, putative	Cytoskeleton	1158
Tb927.10.1320	hypothetical protein, conserved	ZUnknown	2148
Tb927.10.13200	PPR4	Mito.translation	2787
Tb927.10.13210	dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative	Glycans	1833
Tb927.10.13220	cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	Chaperone	2742
Tb927.10.13230	hypothetical protein, conserved	ZUnknown	1371
Tb927.10.13240	hypothetical protein, conserved	ZUnknown	1860
Tb927.10.13250	hypothetical protein, conserved	ZUnknown	5733
Tb927.10.13260	hypothetical protein, conserved	ZUnknown	3474
Tb927.10.13270	Periodic tryptophan protein 2 homolog, putative	ZUnknown	2820
Tb927.10.13280	GCN1 homologue, possibly involved in translation control	Translation	7821
Tb927.10.13290	ethanolamine phosphotransferase (EPT)	GPI.anchors	1239
Tb927.10.1330	hypothetical protein, conserved	ZUnknown	1809
Tb927.10.13300	Mitchondrial SSU ribosomal S8, putative	Mito.translation	849
Tb927.10.13310	DNA-directed RNA polymerase II, putative,(RPB5z)	RNA.synthesis	900
Tb927.10.13320	DNA-directed RNA polymerases II subunit, putative (RPB5)	RNA.synthesis	660
Tb927.10.13330	paraflagellar rod protein PFC20	Cytoskeleton	4047
Tb927.10.13340	hypothetical protein, conserved	ZUnknown	
Tb927.10.13350	hypothetical protein, conserved	ZUnknown	3354
Tb927.10.13360	EF-Tu Mitochondrial elongation factor Tu	Mito.translation	1413
Tb927.10.13370	dynein light chain, putative,dynein Tctex1 family, putative	Cytoskeleton	600
Tb927.10.13380	hypothetical protein, conserved	ZUnknown	2142
Tb927.10.1340	hypothetical protein, conserved	ZUnknown	1626
Tb927.10.13400	Phosphatidic acid phostphatase, putative	Lipids	993
Tb927.10.13410	hypothetical protein	ZUnknown	
Tb927.10.13430	citrate synthase, putative	Citric.acid.cycle	1455
Tb927.10.13440	hypothetical protein, conserved	ZUnknown	1569
Tb927.10.13450	hypothetical protein, conserved	ZUnknown	1803
Tb927.10.13460	hypothetical protein	ZUnknown	
Tb927.10.13470	PA26 p53-induced protein (sestrin), putative	ZUnknown	2649
Tb927.10.1350	hypothetical protein, conserved	ZUnknown	1953
Tb927.10.13500	60S ribosomal protein L10a	Ribosome	645
Tb927.10.13510	zinc metallopeptidase, putative	Protease	1710
Tb927.10.13520	Zn-finger in Ran binding protein and others/FYVE zinc finger, putative	Zinc.finger	1608
Tb927.10.13530	hypothetical protein	ZUnknown	
Tb927.10.13540	RBP12	RNA.binding	1104
Tb927.10.13550	hypothetical protein, conserved	ZUnknown	3141
Tb927.10.13560	Mevalonate-diphosphate decarboxylase	Prenylation	1149
Tb927.10.13570	RBP27	RNA.binding	1026
Tb927.10.13590	hypothetical protein, conserved	ZUnknown	2832
Tb927.10.13600	hypothetical protein, possible component of cytochorome oxidase complex	Mito.e.transport	477
Tb927.10.13610	hypothetical protein, conserved, 6 C2HC Zn fingers, Zn ribbon, matches other proteins with motif	Zinc.finger	2199
Tb927.10.13620	NADH-ubiquinone oxidoreductase complex I subunit, NDUFA9 subunit, putative	Mito.e.transport	1458
Tb927.10.13630	ER glucosidase II	Glycans	2424
Tb927.10.13640	hypothetical protein, conserved	ZUnknown	1371
Tb927.10.13650	ARF-like 2-binding protein, putative	Vesicular.transport	384
Tb927.10.13660	Domain of unknown function DUF21, putative	ZUnknown	2220
Tb927.10.13670	serine/threonine protein phosphatase 5, PP5, interacts with HSP83	Protein.phosphatase	1419
Tb927.10.13680	lipase domain protein, putative,hypothetical protein	Lipids	2091
Tb927.10.13690	hypothetical protein, conserved	ZUnknown	1953
Tb927.10.1370	hypothetical protein, conserved	ZUnknown	852
Tb927.10.13710	Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative	ZUnknown	996
Tb927.10.13720	RBP29	RNA.binding	1134
Tb927.10.13740	calcium-dependent lipid binding protein, putative,synaptotagmin, putative (CaLB)	Vesicular.transport	1785
Tb927.10.13750	hypothetical protein, conserved	ZUnknown	888
Tb927.10.13760	hypothetical protein, conserved	ZUnknown	654
Tb927.10.13770	hypothetical protein, conserved	ZUnknown	342
Tb927.10.13780	GSK3-short glycogen synthase kinase 3	Glycans	1059
Tb927.10.13790	hypothetical protein, conserved, no human or yeast homologue	ZUnknown	2043
Tb927.10.1380	NEK19 protein kinase	Protein.kinase	2964
Tb927.10.13800	hypothetical protein, conserved, no yeast or human match	ZUnknown	1296
Tb927.10.13810	hypothetical protein, conserved	ZUnknown	342
Tb927.10.13820	Mitchondrial SSU ribosomal protein	Mito.translation	786
Tb927.10.13830	chaperone protein DNAj, putative	Chaperone	723
Tb927.10.13840	Domain of unknown function (DUF4475), putative	ZUnknown	1029
Tb927.10.13850	ATP12 chaperone protein, putative	Mito.pathway	1143
Tb927.10.13860	GPI-anchor transamidase subunit 8 (GPI8)	GPI.anchors	960
Tb927.10.13870	tubulin tyrosine ligase protein, putative	Cytoskeleton	1305
Tb927.10.13880	hypothetical protein, conserved	ZUnknown	3261
Tb927.10.13890	hypothetical protein, conserved	ZUnknown	1812
Tb927.10.1390	hypoxanthine-guanine phosphoribosyltransferase, putative	Nucleotides	705
Tb927.10.13900	UDP-galactose transporter	Glycans	1080
Tb927.10.13910	hypothetical protein, conserved	ZUnknown	603
Tb927.10.13920	hypothetical protein, conserved	ZUnknown	372
Tb927.10.13930	phosphatidic acid phosphatase, putative	Lipids	999
Tb927.10.13950	tubulin-specific chaperone, putative	Cytoskeleton	699
Tb927.10.13960	flagellar protein PF20	Cytoskeleton	1770
Tb927.10.13970	uracil-DNA glycosylase, putative	DNA	894
Tb927.10.13980	btb/poz domain containing protein, putative	ZUnknown	621
Tb927.10.13990	hypothetical protein, conserved	ZUnknown	1086
Tb927.10.14000	aconitase (ACO)	Citric.acid.cycle	2694
Tb927.10.14010	RP2 basal body protein, required for axoneme formation	Cytoskeleton	1392
Tb927.10.14020	hypothetical protein, conserved, in mitochondrion	Mito.pathway	1290
Tb927.10.14030	hypothetical protein, conserved	ZUnknown	1350
Tb927.10.14040	vacuolar ATP synthase subunit c, putative	Lysosome	1143
Tb927.10.14050	hypothetical protein	ZUnknown	393
Tb927.10.14060	hypothetical protein	ZUnknown	
Tb927.10.1410	hypothetical protein, conserved	ZUnknown	735
Tb927.10.14110	Sjogren's syndrome autoantigen NA14 (human) and DIP13 (Chlamydomonas) 	Cytoskeleton	360
Tb927.10.14120	hypothetical protein	ZUnknown	441
Tb927.10.14130	SRP19 protein, putative	ZUnknown	459
Tb927.10.14140	pyruvate kinase 1 (PYK1)	Glucose.glycerol	1500
Tb927.10.14150	hypothetical protein, conserved, related to yeast BFR1, component pf polysomal mRNP. Weak  chromosomal segregation ATPase domain. loc in ER of Sc. Interacts RF1, AP3	Vesicular.transport	1440
Tb927.10.14180	TbSec13 Outer ring nucleoporin	Nuclear.transport	1125
Tb927.10.14190	hypothetical protein, conserved	ZUnknown	1383
Tb927.10.1420	metallo-peptidase, Clan MG, Family M24 (MetAP2)	Protease	1392
Tb927.10.14200	syntaxin 5	Vesicular.transport	984
Tb927.10.14210	TFIIH basal transcription factor subunit (TFB5)	RNA.synthesis	480
Tb927.10.14220	hypothetical protein, conserved	ZUnknown	1026
Tb927.10.14230	hypothetical protein, conserved, WD40 repeats	ZUnknown	4116
Tb927.10.14240	N-myristoyltransferase (NMT)	GPI.anchors	1341
Tb927.10.14250	hypothetical protein, conserved	ZUnknown	870
Tb927.10.14260	adaptin complex AP4 sigma subunit	Vesicular.transport	534
Tb927.10.14270	TFIIF-stimulated CTD phosphatase, putative	Protein.phosphatase	2034
Tb927.10.14280	mitochondrial carrier protein, MCP20	Mito.transport	912
Tb927.10.14290	hypothetical protein	ZUnknown	
Tb927.10.1430	hypothetical protein, conserved	ZUnknown	738
Tb927.10.14300	protein kinase, putative,serine/threonine protein kinase, putative	Protein.kinase	3252
Tb927.10.14310	hypothetical protein, conserved	ZUnknown	1014
Tb927.10.14320	FAZ9 flagellar attachment zone protein	Cytoskeleton	3402
Tb927.10.14330	Utp14 protein, putative	ZUnknown	3123
Tb927.10.14340	hypothetical protein, conserved	ZUnknown	3522
Tb927.10.14350	hypothetical protein, conserved	ZUnknown	294
Tb927.10.14360	U2 small nuclear ribonucleoprotein 40K (U2_40K)	RNA.processing	978
Tb927.10.14370	hypothetical protein, conserved	ZUnknown	363
Tb927.10.14380	Hsp70 protein, putative	ZUnknown	2586
Tb927.10.14390	Histone chaperone Rttp106-like, putative	ZUnknown	1668
Tb927.10.1440	Pob3	Chromatin	648
Tb927.10.14400	hypothetical protein, conserved	ZUnknown	3342
Tb927.10.14410	leucine-rich repeat protein (LRRP)	LRRP	3876
Tb927.10.14420	NEK16 protein kinase	Protein.kinase	4521
Tb927.10.14430	hypothetical protein, conserved	ZUnknown	2763
Tb927.10.14440	b9 domain-containing protein 1 (b9d1)	ZUnknown	861
Tb927.10.14450	hypothetical protein, conserved	ZUnknown	1227
Tb927.10.14460	leucine-rich repeat protein (LRRP)	LRRP	3039
Tb927.10.14470	intraflagellar transport protein IFT140	Cytoskeleton	5091
Tb927.10.14480	hypothetical protein, conserved	ZUnknown	2598
Tb927.10.14490	hypothetical protein, conserved	ZUnknown	1263
Tb927.10.14500	hypothetical protein, conserved	ZUnknown	1014
Tb927.10.14510	root hair defective 3 GTP-binding protein (RHD3), putative	ZUnknown	2565
Tb927.10.14520	YFP-fusion localizes to basal bodies	Cytoskeleton	1401
Tb927.10.14530	proteasome regulatory non-ATPase subunit 8 RPN8)	Ubiquitin.proteasome	1146
Tb927.10.14550	DED1-1, ATP-dependent DEAD/H RNA helicase, VASA homologue	Translation	1857
Tb927.10.14560	TPR repeat, putative	ZUnknown	2010
Tb927.10.14570	kinesin motor domain containing protein, putative	ZUnknown	2157
Tb927.10.14590	Protein of unknown function (DUF1279), putative	ZUnknown	936
Tb927.10.1460	protein kinase, putative	Protein.kinase	2541
Tb927.10.14610	leucine-rich repeat protein (LRRP)	LRRP	3312
Tb927.10.14640	Rtf2 RING-finger, putative	ZUnknown	663
Tb927.10.14650	hypothetical protein, conserved	ZUnknown	375
Tb927.10.14660	hypothetical protein, conserved, no domains, no yeast or human match	ZUnknown	1176
Tb927.10.14680	ribosome biogenesis protein, putative	Ribosome	924
Tb927.10.14690	syntaxin, putative	Vesicular.transport	972
Tb927.10.1470	hypoxanthine-guanine phosphoribosyltransferase (HGPRT)	Nucleotides	633
Tb927.10.14700	hypothetical protein, conserved, no human or yeast homologue	ZUnknown	1029
Tb927.10.14710	40S ribosomal protein S2	Ribosome	801
Tb927.10.14720	PEX13 peroxin 13	Glycosome	1176
Tb927.10.14730	chaperone protein DNAj, putative	Chaperone	1332
Tb927.10.14740	hypothetical protein, conserved, DnaJ domain	Chaperone	1158
Tb927.10.14750	fibrillarin, putative	rRNA.tRNA.process	915
