GeneID	Annotation	Class	TranscriptLength
Tb927.10.10330	Anaphase-promoting complex, cyclosome, subunit 3/TPR repeat, putative	ZUnknown	1797
Tb927.10.10340	structural maintenance of chromosome 2 (SMC2)	Chromatin	3989
Tb927.10.10350	protein kinase, putative	Protein.kinase	3531
Tb927.10.10370	hypothetical protein, conserved	ZUnknown	752
Tb927.10.10380	ATP-dependent DEAD/H RNA helicase,  putative Dbp8, ribosome biogenesis?	rRNA.tRNA.process	1690
Tb927.10.10390	trypanothione reductase	Redox	1590
Tb927.10.10400	Mitchondrial SSU ribosomal protein S11	Mito.translation	1156
Tb927.10.10410	DNA replication licensing factor MCM8	DNA	2141
Tb927.10.10420	monothiol glutaredoxin 2 	Redox	607
Tb927.10.10430	hypothetical protein, conserved	ZUnknown	1084
Tb927.10.10440	mitochondrial carrier protein, MCP8	Mito.transport	1147
Tb927.10.1060	Tric complex delta subunit (TCP-1-delta)	Chaperone	2219
Tb927.10.10600	ARP2/3 complex 16kDa subunit, putative	Cytoskeleton	534
Tb927.10.10610	protein tyrosine phosphatase, putative	Protein.phosphatase	1499
Tb927.10.10620	hypothetical protein, conserved	ZUnknown	973
Tb927.10.10630	hypothetical protein, conserved	ZUnknown	1008
Tb927.10.10640	hypothetical protein, conserved	ZUnknown	412
Tb927.10.10650	NAR1 Cytosolic iron-sulphur cluster biogenesis, hydrogenase large subunit	Enzyme	1702
Tb927.10.10670	kinetoplastid-specific dual specificity phosphatase, putative	Phosphatase	1451
Tb927.10.10680	hypothetical protein, conserved	ZUnknown	2989
Tb927.10.10690	CEP19	Cytoskeleton	1184
Tb927.10.1070	CRK1 cdc2- like protein kinase	Cell.cycle	1965
Tb927.10.10700	splicing factor Prp31	RNA.processing	1385
Tb927.10.10710	hypothetical protein, conserved	ZUnknown	1404
Tb927.10.10720	Tetraspanin family, putative	ZUnknown	1657
Tb927.10.10730	RNA Interference Factor 5 (RIF5)	RNA.degradation	4553
Tb927.10.10740	hypothetical protein, conserved	ZUnknown	1935
Tb927.10.10750	metallo-peptidase, Clan MC, Family M14, putative	Protease	4871
Tb927.10.10770	Generative cell specific 1 protein, putative (GCS1)	ZUnknown	1939
Tb927.10.10780	hypothetical protein, conserved	Mito.pathway	674
Tb927.10.10800	palmitoyl acyltransferase 2, TbPAT2	Lipids	1359
Tb927.10.10810	adenosine deaminase-like protein	Nucleotides	1857
Tb927.10.10820	hypothetical protein, conserved	ZUnknown	1141
Tb927.10.10830	RGG2, MRB complex component	Mito.RNA	1305
Tb927.10.10840	Enriched in surface-labeled proteome protein 15 (ESP15)	ZUnknown	3108
Tb927.10.10850	AGO1	RNA.degradation	3387
Tb927.10.10870	protein kinase MAPKLK1	Protein.kinase	1794
Tb927.10.10880	ATP-binding cassette sub-family F member 1, putative (ABCF1)	Transporter	2150
Tb927.10.10890	heat shock protein 83, HSP83	Chaperone	2628
Tb927.10.1090	40S ribosomal protein S23	Ribosome	640
Tb927.10.10980	heat shock protein 83, HSP83	Chaperone	2629
Tb927.10.10990	predicted WD40 repeat protein	ZUnknown	2353
Tb927.10.11000	hypothetical protein, conserved	ZUnknown	1432
Tb927.10.11010	hypothetical protein, conserved	ZUnknown	1710
Tb927.10.11020	DNA mismatch repair protein, putative,MSH2 (MSH2)	DNA	4632
Tb927.10.11030	ATOM11 - POMP21	Mito.biogenesis	1287
Tb927.10.11040	hypothetical protein, conserved	ZUnknown	2768
Tb927.10.11050	Mitchondrial LSU ribosomal protein	Mito.translation	1072
Tb927.10.11060	hypothetical protein, conserved	ZUnknown	824
Tb927.10.11070	hypothetical protein, conserved	ZUnknown	1555
Tb927.10.11080	paraflagellar rod protein,I17 antigen	Cytoskeleton	8285
Tb927.10.11090	hypothetical protein, conserved	ZUnknown	2317
Tb927.10.1110	Trypanosome-specific kinesin family 2	Cytoskeleton	6305
Tb927.10.11100	deoxyribodipyrimidine photolyase, putative,DNA repair enzyme, putative	DNA	2198
Tb927.10.11110	hypothetical protein, conserved	ZUnknown	3217
Tb927.10.11120	hypothetical protein, conserved	ZUnknown	922
Tb927.10.11130	SET domain containing protein, putative	ZUnknown	2956
Tb927.10.11140	hypothetical protein, conserved, kineto-specific, signal peptide	ZUnknown	5679
Tb927.10.11150	hypothetical protein, conserved, no domains	ZUnknown	2191
Tb927.10.11160	NFU2	Mito.pathway	1204
Tb927.10.11170	hypothetical protein, conserved, P-loop, AAAdomain, NF-Zinc finger with Ring	ZUnknown	5642
Tb927.10.11180	E1-like ubiquitin-activating enzyme, putative,ATG7/CVT2/APG7, putative (ATG7)	Ubiquitin.proteasome	2275
Tb927.10.11190	tRNA-splicing ligase RtcB, putative	ZUnknown	1461
Tb927.10.1120	hypothetical protein, conserved	ZUnknown	1930
Tb927.10.11200	hypothetical protein, conserved	ZUnknown	1417
Tb927.10.11210	hypothetical protein, conserved	ZUnknown	2385
Tb927.10.11220	procyclic form surface glycoprotein (PSSA-2)	Membrane.protein	1616
Tb927.10.11230	Ras-induced vulval development antagonist, putative	ZUnknown	1040
Tb927.10.11240	hypothetical protein, conserved	ZUnknown	1322
Tb927.10.11250	BRE1 E3 ubiquitin ligase, putative	ZUnknown	2824
Tb927.10.11260	Mitchondrial SSU ribosomal protein	Mito.translation	629
Tb927.10.11270	RBP23	RNA.binding	970
Tb927.10.11280	hypothetical protein, T brucei brucei only	ZUnknown	444
Tb927.10.11290	hypothetical protein, conserved	ZUnknown	1322
Tb927.10.1130	dynein arm light chain, axonemal, putative	Cytoskeleton	927
Tb927.10.11300	paraflagellar rod protein PFC16	Cytoskeleton	738
Tb927.10.11310	intraflagellar transport protein IFT55/IFT57	Cytoskeleton	1281
Tb927.10.11330	EF-hand domain pair, putative	ZUnknown	849
Tb927.10.11340	hypothetical protein, conserved	ZUnknown	5518
Tb927.10.11350	Mitchondrial LSU ribosomal protein	Mito.translation	615
Tb927.10.11360	protein phosphatase 2A regulatory subunit, putative	Protein.phosphatase	2268
Tb927.10.11370	hypothetical protein, conserved	ZUnknown	792
Tb927.10.11380	hypothetical protein, conserved	ZUnknown	1409
Tb927.10.11390	60S ribosomal protein L6	Ribosome	708
Tb927.10.1140	epsilon tubulin (TUBE1)	Cytoskeleton	1558
Tb927.10.11400	WD domain, G-beta repeat, putative	ZUnknown	1661
Tb927.10.11410	hypothetical protein, conserved	ZUnknown	1383
Tb927.10.11420	hypothetical protein, conserved	ZUnknown	2769
Tb927.10.11430	hypothetical protein, conserved	ZUnknown	1238
Tb927.10.11440	CYC5, CYC2-like cyclin, putative, G1 cyclin CycE4	Cell.cycle	4833
Tb927.10.11450	TFIIF-stimulated CTD phosphatase, putative	Protein.phosphatase	2487
Tb927.10.11470	hypothetical protein, conserved	ZUnknown	4104
Tb927.10.11480	hypothetical protein, conserved	ZUnknown	1955
Tb927.10.1150	hypothetical protein, conserved	ZUnknown	3149
Tb927.10.11500	conserved protein	ZUnknown	868
Tb927.10.11510	hypothetical protein, conserved	ZUnknown	2847
Tb927.10.11520	hypothetical protein, conserved	Mito.pathway	852
Tb927.10.11530	hypothetical protein, conserved	ZUnknown	653
Tb927.10.11550	hypothetical protein, conserved	ZUnknown	2323
Tb927.10.11560	hypothetical protein, conserved	ZUnknown	1428
Tb927.10.11570	hypothetical protein, conserved	ZUnknown	2324
Tb927.10.11580	predicted WD40 repeat protein	ZUnknown	5304
Tb927.10.11590	nicotinate phosphoribosyltransferase, putative	Enzyme	3679
Tb927.10.1160	NADH-ubiquinone oxidoreductase complex I subunit, putative	Mito.pathway	880
Tb927.10.11600	hypothetical protein, conserved	ZUnknown	3676
Tb927.10.11610	SKP1-like protein	Ubiquitin.proteasome	953
Tb927.10.11620	calcium-transporting ATPase, putative	Ions	3738
Tb927.10.11630	PSP1 C-terminal conserved region, putative	ZUnknown	2752
Tb927.10.11640	Protein prenyltransferase alpha subunit repeat, putative	ZUnknown	1427
Tb927.10.11650	hypothetical protein, conserved	ZUnknown	2321
Tb927.10.11660	hypothetical protein, conserved	ZUnknown	1576
Tb927.10.11670	hypothetical protein, conserved	ZUnknown	1195
Tb927.10.11680	chloride channel protein, putative	Ions	3118
Tb927.10.11690	YEATS family, putative	ZUnknown	1632
Tb927.10.1170	intraflagellar transport protein IFT172	Cytoskeleton	6422
Tb927.10.11700	guanylate kinase, putative	Nucleotides	857
Tb927.10.11710	hypothetical protein	ZUnknown	1065
Tb927.10.11720	CW-type Zinc Finger, putative	ZUnknown	2541
Tb927.10.11730	ZC3H33	RNA.binding	2387
Tb927.10.11750	hypothetical protein, conserved	ZUnknown	982
Tb927.10.11760	PUF6	RNA.binding	6453
Tb927.10.11770	hypothetical protein, conserved	Mito.pathway	1255
Tb927.10.11780	hypothetical protein, conserved	ZUnknown	3716
Tb927.10.1180	hypothetical protein, conserved	ZUnknown	1902
Tb927.10.11800	33 kDa inner dynein arm light chain, axonemal, putative,dynein light chain, putative	Cytoskeleton	1861
Tb927.10.11810	hypothetical protein, conserved	ZUnknown	2188
Tb927.10.11820	Mitchondrial SSU ribosomal protein	Mito.translation	1599
Tb927.10.11830	hypothetical protein, conserved	ZUnknown	1780
Tb927.10.11870	mitochondrial RNA binding protein (MRB11870)	Mito.RNA	1422
Tb927.10.11880	hypothetical protein, conserved	ZUnknown	2915
Tb927.10.11890	hypothetical protein, conserved	ZUnknown	1432
Tb927.10.1190	hypothetical protein, conserved	ZUnknown	2154
Tb927.10.11900	thioredoxin, putative	Mito.pathway	601
Tb927.10.11910	major facilitator superfamily, putative	ZUnknown	1596
Tb927.10.11920	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	581
Tb927.10.11930	beta-D-hydroxybutyrate dehydrogenase	Mito.pathway	1669
Tb927.10.11940	ABC1 protein, putative	Transporter	2339
Tb927.10.11950	Putative Cwc15, copurified with splicing complex	RNA.processing	1217
Tb927.10.11960	hypothetical protein, conserved	ZUnknown	1340
Tb927.10.11970	glutamine aminotransferase (GlnAT)	Amino.acids	1415
Tb927.10.11980	QA-SNARE protein putative	Vesicular.transport	1013
Tb927.10.11990	hypothetical protein, conserved,RNA-binding protein	RNA.binding	1120
Tb927.10.1200	Programmed cell death protein 2, C-terminal putative domain containing protein, putative	ZUnknown	1313
Tb927.10.12000	iron-sulfur cluster assembly protein, ISD11, needed foraconitatase, fumarase &  thiolation of mitochodrial and cytosolic tRNA	Mito.pathway	1159
Tb927.10.12010	hypothetical protein, conserved	ZUnknown	784
Tb927.10.12020	recA bacterial DNA recombination protein, putative	ZUnknown	1407
Tb927.10.12030	hypothetical protein, conserved	ZUnknown	4506
Tb927.10.12040	protein kinase, putative,mitogen-activated protein kinase 11, putative	Protein.kinase	1805
Tb927.10.12050	Mitchondrial LSU ribosomal protein	Mito.translation	2931
Tb927.10.12060	hypothetical protein, conserved	ZUnknown	4604
Tb927.10.12080	hypothetical protein, conserved	ZUnknown	2026
Tb927.10.12090	RBP7A	RNA.binding	875
Tb927.10.1210	katanin, putative	Protease	2280
Tb927.10.12100	RBP7B	RNA.binding	905
Tb927.10.12110	hypothetical protein, conserved	ZUnknown	1436
Tb927.10.12120	hypothetical protein, conserved, TPR domain	ZUnknown	6601
Tb927.10.12130	Ubiquitin family, putative	ZUnknown	2703
Tb927.10.12140	hypothetical protein, conserved	ZUnknown	3075
Tb927.10.12150	hypothetical protein, conserved	ZUnknown	1356
Tb927.10.12160	hypothetical protein, conserved	ZUnknown	1222
Tb927.10.12170	RAB-interacting protein, putative	Signalling	1215
Tb927.10.12180	hypothetical protein, conserved	ZUnknown	2149
Tb927.10.12190	RAB-interacting protein, putative	Signalling	700
Tb927.10.12200	hypothetical protein, conserved	ZUnknown	921
Tb927.10.12210	ribulose-5-phosphate 3-epimerase, putative	PPP	1023
Tb927.10.12220	hypothetical protein, conserved	ZUnknown	1146
Tb927.10.12230	hypothetical protein, conserved	ZUnknown	1423
Tb927.10.12240	short-chain dehydrogenase, putative	Enzyme	1342
Tb927.10.12250	hypothetical protein, conserved	ZUnknown	2390
Tb927.10.12260	cytosolic nonspecific dipeptidase, putative,peptidase (M20/M25/M40 family), putative	Protease	1982
Tb927.10.12270	methyltransferase domain containing protein, putative	ZUnknown	1326
Tb927.10.12280	hypothetical protein	ZUnknown	608
Tb927.10.12290	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Glycans	1576
Tb927.10.1230	hypothetical protein, conserved	ZUnknown	1225
Tb927.10.12300	hypothetical protein, conserved	ZUnknown	1201
Tb927.10.12310	helicase-like protein	DNA	2772
Tb927.10.12320	hypothetical protein	ZUnknown	1224
Tb927.10.12330	ZC3H34	RNA.binding	802
Tb927.10.12340	hypothetical protein, conserved	ZUnknown	3011
Tb927.10.12350	hypothetical protein, conserved	ZUnknown	1048
Tb927.10.12360	hypothetical protein, conserved	ZUnknown	663
Tb927.10.12370	gamma-glutamylcysteine synthetase (GCS)	Redox	2755
Tb927.10.12380	chaperone protein DNAj, putative	Chaperone	2466
Tb927.10.12390	hypothetical protein, conserved	ZUnknown	1598
Tb927.10.1240	hypothetical protein, conserved	ZUnknown	1063
Tb927.10.12400	membrane transporter protein, putative	Transporter	1507
Tb927.10.12410	hypothetical protein, conserved	ZUnknown	922
Tb927.10.12420	predicted S. cerevisiae Got1 homologue, predicted to be involved in ER-Golgi transport	Vesicular.transport	595
Tb927.10.12430	Noc2p family, putative	ZUnknown	2140
Tb927.10.12440	kinesin, putative	Cytoskeleton	2801
Tb927.10.12450	SNARE 2.1 of T cruzi	Lysosome	666
Tb927.10.12460	Zinc finger, C3HC4 type (RING finger), putative	Zinc.finger	744
Tb927.10.12470	hypothetical protein, conserved	ZUnknown	2497
Tb927.10.12480	UAA transporter family, putative	ZUnknown	1108
Tb927.10.12490	kinesin, putative	Cytoskeleton	5210
Tb927.10.1250	MCP3, Ybak homogue, deacylation of misaminoacylated tRNA Pro	Translation.tRNA	1102
Tb927.10.12520	hypothetical protein, conserved	ZUnknown	2846
Tb927.10.12530	chaperone protein DNAj, putative	Chaperone	611
Tb927.10.12540	electron transfer protein, putative,ferredoxin, putative	Mito.e.transport	1945
Tb927.10.12550	hypothetical protein, conserved	ZUnknown	2734
Tb927.10.12560	hypothetical protein	ZUnknown	363
Tb927.10.12570	hypothetical protein	ZUnknown	339
Tb927.10.12580	hypothetical protein	ZUnknown	375
Tb927.10.12590	hypothetical protein, conserved	ZUnknown	3804
Tb927.10.1260	aspartyl-tRNA synthetase, putative	Translation.tRNA	1892
Tb927.10.12600	methyltransferase domain containing protein, putative	ZUnknown	1893
Tb927.10.12610	hypothetical protein	ZUnknown	432
Tb927.10.12620	Golvesin-2 vacuolar protein	Lysosome	3794
Tb927.10.12630	hypothetical protein, conserved	ZUnknown	841
Tb927.10.12640	chaperone protein DNAj, putative	Chaperone	3413
Tb927.10.12650	hypothetical protein, salivarian tryp only, 3'-UTR of 12660?	ZUnknown	594
Tb927.10.12660	PUF2	RNA.binding	2979
Tb927.10.12670	Hypothetical conserved in trypanosoma, Leish match not syntenic	ZUnknown	4131
Tb927.10.12690	hypothetical protein, conserved	ZUnknown	1279
Tb927.10.1270	mismatch repair protein MSH4	DNA	3732
Tb927.10.12700	pyruvate dehydrogenase E1 alpha subunit, putative	Citric.acid.cycle	1721
Tb927.10.12710	heat shock protein, HSP110	Chaperone	3089
Tb927.10.12720	hypothetical protein, conserved, resemblance to myosin	ZUnknown	3201
Tb927.10.12740	ZC3H35	RNA.binding	2941
Tb927.10.12760	ZC3H36	RNA.binding	4109
Tb927.10.12780	ZC3H37	RNA.binding	951
Tb927.10.12790	hypothetical protein	ZUnknown	2387
Tb927.10.1280	Domain of unknown function (DUF4499), putative	ZUnknown	812
Tb927.10.12810	cholinephosphate cytidylyltransferase A, putative	Lipids	1621
Tb927.10.12820	Cysteine proteinase domains by interpro but not NCBI	ZUnknown	4708
Tb927.10.12830	acetyltransferase, putative	Lipids	1211
Tb927.10.12840	mitochondrial carrier protein, MCP12	Mito.transport	2121
Tb927.10.12850	ttaggg binding factor, telomer maintenance	DNA	2057
Tb927.10.12860	pre-RNA processing PIH1/Nop17, putative	ZUnknown	2111
Tb927.10.12870	BBP120	Cytoskeleton	4167
Tb927.10.12880	SET domain containing protein, putative	ZUnknown	1572
Tb927.10.12890	bifunctional aminoacyl-tRNA synthetase, putative	Translation.tRNA	2432
Tb927.10.1290	hypothetical protein, conserved	ZUnknown	647
Tb927.10.12900	Complex 1 protein (LYR family), putative	ZUnknown	489
Tb927.10.12910	hypothetical protein, conserved	ZUnknown	2906
Tb927.10.12920	FAZ18 flagellar attachment zone protein	Cytoskeleton	3436
Tb927.10.12930	hypothetical protein, conservedn no domains or good BLASTp hits	ZUnknown	1286
Tb927.10.12940	predicted zinc finger protein	Zinc.finger	2124
Tb927.10.12950	BBP110	Cytoskeleton	2996
Tb927.10.12960	ras-related protein rab-5,small GTPase, putative (RAB5A)	Vesicular.transport	1080
Tb927.10.12970	AN1-like zinc finger, putative	ZUnknown	1286
Tb927.10.12980	methyltransferase,  NOL1/NOP2/sun family	Lysosome	2602
Tb927.10.12990	hypothetical protein, conserved,predicted ankyrin repeat family protein	Cytoskeleton	1003
Tb927.10.130	hypothetical protein	ZUnknown	474
Tb927.10.1300	hypothetical protein, conserved, no homologues	ZUnknown	1290
Tb927.10.13000	cAMP phosphodiesterase A, putative (PDEA)	Signalling	2229
Tb927.10.13010	protein kinase A catalytic subunit 3(PKAC3)	Protein.kinase	1185
Tb927.10.13020	vacuolar protein sorting complex subunit, putative,Vps16, putative	Lysosome	2755
Tb927.10.13030	calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative	Protease	2143
Tb927.10.13040	ACP4, GRESAG 4-like	GRESAG	5018
Tb927.10.13060	hypothetical protein	ZUnknown	426
Tb927.10.13070	hypothetical protein, conserved	ZUnknown	3756
Tb927.10.13090	PhoD-like phosphatase, putative	ZUnknown	2523
Tb927.10.1310	Domain of unknown function (DUF4042), putative	ZUnknown	3017
Tb927.10.13100	hypothetical protein, conserved	ZUnknown	2279
Tb927.10.13110	dynein light chain, putative,dynein light chain 2B, redicted dynein modulator,roadblock/LC7 family member	Cytoskeleton	568
Tb927.10.13120	mitochondrial carrier protein, MCP14	Mito.transport	2098
Tb927.10.13130	UTP-glucose-1-phosphate uridylyltransferase 2, putative	Glycans	1904
Tb927.10.13140	hypothetical protein, conserved	ZUnknown	793
Tb927.10.13150	hypothetical protein, conserved	ZUnknown	2645
Tb927.10.13160	mannosyltransferase-II (MT-II)	GPI.anchors	1722
Tb927.10.13170	hypothetical protein, conserved	ZUnknown	1062
Tb927.10.13180	Nrap protein, putative	ZUnknown	3979
Tb927.10.13190	ARP2/3 complex subunit, putative	Cytoskeleton	1754
Tb927.10.1320	hypothetical protein, conserved	ZUnknown	2351
Tb927.10.13200	PPR4	Mito.translation	2810
Tb927.10.13210	dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative	Glycans	2078
Tb927.10.13220	cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	Chaperone	3024
Tb927.10.13230	hypothetical protein, conserved	ZUnknown	2360
Tb927.10.13240	hypothetical protein, conserved	ZUnknown	1910
Tb927.10.13250	hypothetical protein, conserved	ZUnknown	6749
Tb927.10.13260	hypothetical protein, conserved	ZUnknown	3780
Tb927.10.13270	Periodic tryptophan protein 2 homolog, putative	ZUnknown	2928
Tb927.10.13280	GCN1 homologue, possibly involved in translation control	Translation	7939
Tb927.10.13290	ethanolamine phosphotransferase (EPT)	GPI.anchors	1712
Tb927.10.1330	hypothetical protein, conserved	ZUnknown	2003
Tb927.10.13300	Mitchondrial SSU ribosomal S8, putative	Mito.translation	1256
Tb927.10.13310	DNA-directed RNA polymerase II, putative,(RPB5z)	RNA.synthesis	1217
Tb927.10.13320	DNA-directed RNA polymerases II subunit, putative (RPB5)	RNA.synthesis	691
Tb927.10.13330	paraflagellar rod protein PFC20	Cytoskeleton	5220
Tb927.10.13340	hypothetical protein, conserved	ZUnknown	649
Tb927.10.13350	hypothetical protein, conserved	ZUnknown	3996
Tb927.10.13360	EF-Tu Mitochondrial elongation factor Tu	Mito.translation	1854
Tb927.10.13370	dynein light chain, putative,dynein Tctex1 family, putative	Cytoskeleton	890
Tb927.10.13380	hypothetical protein, conserved	ZUnknown	2295
Tb927.10.1340	hypothetical protein, conserved	ZUnknown	2069
Tb927.10.13400	Phosphatidic acid phostphatase, putative	Lipids	2018
Tb927.10.13410	hypothetical protein	ZUnknown	387
Tb927.10.13430	citrate synthase, putative	Citric.acid.cycle	2205
Tb927.10.13440	hypothetical protein, conserved	ZUnknown	2438
Tb927.10.13450	hypothetical protein, conserved	ZUnknown	4622
Tb927.10.13460	hypothetical protein	ZUnknown	396
Tb927.10.13470	PA26 p53-induced protein (sestrin), putative	ZUnknown	2704
Tb927.10.1350	hypothetical protein, conserved	ZUnknown	2870
Tb927.10.13500	60S ribosomal protein L10a	Ribosome	1299
Tb927.10.13510	zinc metallopeptidase, putative	Protease	3172
Tb927.10.13520	Zn-finger in Ran binding protein and others/FYVE zinc finger, putative	Zinc.finger	3746
Tb927.10.13530	hypothetical protein	ZUnknown	345
Tb927.10.13540	RBP12	RNA.binding	3613
Tb927.10.13550	hypothetical protein, conserved	ZUnknown	4955
Tb927.10.13560	Mevalonate-diphosphate decarboxylase	Prenylation	1452
Tb927.10.13570	RBP27	RNA.binding	1028
Tb927.10.13590	hypothetical protein, conserved	ZUnknown	3036
Tb927.10.13600	hypothetical protein, possible component of cytochorome oxidase complex	Mito.e.transport	714
Tb927.10.13610	hypothetical protein, conserved, 6 C2HC Zn fingers, Zn ribbon, matches other proteins with motif	Zinc.finger	2791
Tb927.10.13620	NADH-ubiquinone oxidoreductase complex I subunit, NDUFA9 subunit, putative	Mito.e.transport	2005
Tb927.10.13630	ER glucosidase II	Glycans	2905
Tb927.10.13640	hypothetical protein, conserved	ZUnknown	1677
Tb927.10.13650	ARF-like 2-binding protein, putative	Vesicular.transport	402
